name,lat,lon
Breitenfelde,53.60683,10.63049
Bröthen,53.48024,10.66704
Brunsmark,53.61715,10.74933
Brunstorf,53.49403,10.4219
Buchholz bei Ratzeburg,53.73093000000001,10.7453
Buchhorst,53.38633000000001,10.564689999999999
Büchen,53.48324,10.6135400000001
Dahmker,53.587819999999994,10.44471
Dalldorf,53.43459,10.61192
Dassendorf,53.49119,10.37336
Düchelsdorf,53.73666,10.58349
Duvensee,53.69265,10.56852
Einhaus bei Ratzeburg,53.71399,10.73405
Elmenhorst,53.54535,10.53587
Escheburg,53.46655,10.309239999999999
Fitzen,53.494519999999994,10.64661
Fredeburg bei Ratzeburg,53.67272,10.72476
Fuhlenhagen,53.5747021129107,10.5261449996948
Geesthacht,53.43018000000001,10.3741
Giesensdorf bei Ratzeburg,53.68851,10.71397
Göldenitz bei Berkenthin,53.722069999999995,10.631910000000001
Göttin,53.53398000000001,10.702919999999999
Grabau bei Schwarzenbek,53.51368000000001,10.51962
Grambek,53.57143000000001,10.68256
Grinau,53.77624,10.5483
Groß Boden,53.752790000000005,10.452869999999999
Groß Disnack,53.74321,10.69239
Groß Grönau,53.7953,10.755939999999999
Groß Pampau,53.522240000000004,10.561639999999999
Groß Sarau,53.769330000000004,10.73518
Groß Schenkenberg,53.79517,10.56518
Grove,53.5287,10.49472
Gudow,53.55562,10.77045
Gülzow,53.44164,10.490789999999999
Güster,53.53825,10.6808
Hamfelde (Herzogtum Lauenburg),53.596090000000004,10.44776
Hamwarde,53.452980000000004,10.42135
Harmsdorf bei Ratzeburg,53.700140000000005,10.7261
Havekost bei Schwarzenbek,53.53996,10.47288
Hohenhorn,53.47574,10.3663
Hollenbek,53.59185,10.8196399999999
Hornbek,53.56041,10.64644
Horst,53.63351,10.76604
Juliusburg,53.4164966852724,10.5067940810394
Kankelau,53.54939,10.56789
Kasseburg bei Trittau,53.56703,10.41496
Kastorf,53.74952,10.571069999999999
Kittlitz bei Ratzeburg,53.66417,10.91819
Klein Pampau,53.51095,10.57483
Klein Zecher,53.57694,10.87314
Klempau,53.7644935161454,10.6637504928589
Klinkrade,53.71621999999999,10.55107
Koberg,53.63899,10.52462
Köthel (Herzogtum Lauenburg),53.609719999999996,10.50814
Kollow,53.46375,10.46009
Kröppelshagen-Fahrendorf,53.48588,10.3156
Krüzen,53.402719999999995,10.5268
Krukow,53.41916,10.48076
Krummesse,53.78038000000001,10.64071
Kuddewörde,53.58706,10.40043
Kühsen,53.68184,10.61373
Kulpin bei Ratzeburg,53.710269999999994,10.69562
Labenz,53.70939,10.52624
Langenlehsten,53.50169,10.74112
Lankau,53.669180000000004,10.66792
Lanze,53.3872275808749,10.6048541474628
Lauenburg / Elbe,53.37582,10.54703
Lehmrade,53.59474,10.75208
Linau,53.64476,10.47187
Lüchow bei Sandesneben,53.6908,10.529539999999999
Lütau,53.435269999999996,10.548960000000001
Mechow bei Ratzeburg,53.71745,10.8024
Möhnsen,53.560190000000006,10.46574
Mölln,53.63001,10.692689999999999
Mühlenrade,53.596090000000004,10.4883
Müssen,53.492430000000006,10.5644
Mustin bei Ratzeburg,53.68561999999999,10.88557
Niendorf bei Berkenthin,53.70231,10.62614
Niendorf / Stecknitz,53.58849,10.61105
Nusse,53.65911,10.577810000000001
Panten,53.66324,10.61828
Pogeez,53.750319999999995,10.72873
Poggensee bei Nusse,53.6428,10.57935
Ratzeburg,53.69955,10.7596
Ritzerau,53.66339,10.56713
Römnitz,53.71079,10.76928
Rondeshagen,53.75363,10.62894
Roseburg,53.5325,10.62703
Sahms,53.52475,10.53289
Salem bei Ratzeburg,53.65699,10.82756
Sandesneben,53.68798,10.49639
Schiphorst,53.70783,10.46135
Schmilau,53.6623048649761,10.7579422973871
Schnakenbek,53.38511,10.500210000000001
Schönberg (Kreis Herzogtum Lauenburg),53.68176,10.42929
Schretstaken,53.584430000000005,10.54867
Schürensöhlen,53.76347,10.471860000000001
Schulendorf,53.473980000000005,10.55952
Schwarzenbek,53.50176999999999,10.47992
Seedorf,53.61925,10.8665
Siebenbäumen,53.74981999999999,10.52843
Siebeneichen,53.511390000000006,10.61771
Sierksrade,53.73515,10.60045
Sirksfelde,53.66528,10.50928
Steinhorst,53.720580000000005,10.48532
Sterley,53.62066,10.81868
Stubben bei Bad Oldesloe,53.7336,10.429739999999999
Talkau,53.57464,10.57174
Tramm,53.563559999999995,10.61571
Walksfelde,53.63081,10.5758
Wangelau,53.454609999999995,10.550310000000001
Wentorf bei Hamburg,53.4910507255367,10.2520558834076
Wentorf (Amt Sandesneben),53.68311,10.46705
Wiershop,53.442401000000004,10.451459
Witzeeze,53.45312,10.60708
Wohltorf,53.51973,10.2784
Woltersdorf,53.578109999999995,10.63904
Worth bei Geesthacht,53.46975,10.41124
Ziethen bei Ratzeburg,53.691159999999996,10.80862
Nordfriesland,54.635422999999996,8.724075
Achtrup,54.789255246,9.026371109480001
Ahrenshöft,54.5601031015988,9.06629189992491
Ahrenviöl,54.531212102859605,9.20695471762847
Ahrenviölfeld,54.5336026278284,9.276258975259768
Alkersum,54.7088051645502,8.50931243002416
Almdorf,54.5823747614052,9.01391118764879
Arlewatt,54.53764418889771,9.082039149051349
Aventoft,54.89982060035089,8.810946622493631
Bargum,54.703018106222295,8.94391626119615
Behrendorf bei Husum,54.5650983219065,9.222938418388381
Bohmstedt,54.581209702710105,9.04379300773145
Bondelum,54.556519572290604,9.26667653024198
Bordelum,54.63285150705671,8.93233393473619
Borgsum,54.7023309736,8.45862859543
Bosbüll,54.8241884491,8.8613271188
Braderup bei Niebüll,54.8356161959,8.8904983834
Bramstedtlund,54.840158071757095,9.087009376287439
Bredstedt,54.617217071618605,8.97173076868058
Breklum,54.6034115885696,8.983416482806222
Dagebüll,54.7285687938,8.70576178431
Drage,54.35561,9.15708
Drelsdorf,54.6050071281228,9.036927223205579
Dunsum,54.731491685200005,8.4253262883
Elisabeth-Sophien-Koog,54.5100442584,8.87977814079
Ellhöft,54.88877628109999,8.95747905374
Fresendelf,54.39329185864371,9.24855873132292
Friedrichstadt an der Eider,54.3750907340393,9.0913538370846
Friedrich-Wilhelm-Lübke-Koog,54.8628104654,8.62504290342
Garding,54.3186023078094,8.779349896740941
Garding,54.3284176784701,8.78681403739442
Goldebek,54.681111692518705,9.149629622697839
Goldelund,54.6786220371778,9.10900153219701
Gröde,54.6331128925,8.72548138499
Grothusenkoog,54.3010757049099,8.75887860698703
Haselund,54.591722782024796,9.18273277580739
Hattstedt,54.5312215281043,9.021761195307409
Hattstedtermarsch,54.543625594686496,8.97970174593919
Högel,54.6420466057864,9.058582708239571
Hörnum (Sylt),54.7573271288,8.28744331058
Holm bei Süderlügum,54.831210419399994,8.86064539706
Hooge,54.56596999999999,8.550049000000001
Horstedt bei Husum,54.525602622014,9.068980143910089
Hude bei Husum,54.3879015358767,9.213594125157039
Humptrup,54.86316062979999,8.86437823773
Husum,54.485281036494705,9.05329324448649
Immenstedt,54.5382930036847,9.14935964345168
Joldelund,54.6533733820092,9.136038869619382
Kampen (Sylt),54.956531000000005,8.345022
Karlum,54.8285962451,8.97507379805
Katharinenheerd,54.335360127762,8.8292713944434
Klanxbüll,54.862188089300005,8.67932727337
Klixbüll,54.7936302392,8.91007589101
Koldenbüttel,54.3876945920903,9.06775169218127
Kolkerheide,54.62027888543779,9.13054101169111
Kotzenbüll,54.333408154791606,8.903345290255482
Ladelund,54.8408835926,9.02341043353
Langeneß,54.639533820173504,8.60183322617717
Langenhorn bei Husum,54.6675705675993,8.916203683614711
Leck,54.7718980373985,8.97466555293232
Lexgaard,54.8324648731,8.93914292609
List,55.0186629678,8.43158119972
Löwenstedt,54.621353532897395,9.17072854936124
Lütjenholm,54.6841190793887,9.02116857469083
Midlum,54.7153416493,8.52213570531
Mildstedt,54.4606076571678,9.09520678365771
Nebel,54.6504285943,8.35379624422
Neukirchen bei Niebüll,54.8663281105,8.73749847567
Nieblum,54.692166586000006,8.49089288767
Niebüll (Schleswig),54.7881584621,8.82960150992
Norddorf,54.6795087518,8.33279454763
Norderfriedrichskoog,54.40178312816871,8.90677802408279
Nordstrand,54.49212772905021,8.86499707741731
Norstedt,54.586175154912794,9.12920191884042
Ockholm,54.6664925729276,8.81678357720376
Oevenum,54.7101223336,8.53081131037
Oldenswort,54.37255005707271,8.940871406030551
Oldersbek,54.4429505269028,9.164604918604528
Olderup,54.5380853498475,9.11192767465655
Oldsum,54.730951949885394,8.445557000133471
Ostenfeld (Husum),54.46339049828529,9.231034518724119
Osterhever,54.3843665024602,8.764372665119058
Augustenkoog,54.3882384446641,8.73860065979947
Oster-Ohrstedt,54.5144870510452,9.226937444453869
Pellworm,54.516231519499996,8.64503389001
Poppenbüll,54.36090446984,8.76124655051221
Ramstedt,54.401993123503296,9.17002298081461
Rantrum bei Husum,54.44043146905889,9.129364044910108
Rantum (Sylt),54.8484877909,8.29269513543
Reußenköge,54.6030566757119,8.90520271999829
Risum-Lindholm,54.7548298165302,8.85923295771524
Rodenäs,54.8882625475,8.70087077618
Sankt Peter-Ording,54.3070963528309,8.63601868195536
Schobüll bei Husum,54.51276495667479,8.99891615057532
Schwabstedt,54.394941688419294,9.18558851028029
Schwesing,54.4948242333665,9.135028870349561
Seeth bei Husum,54.36643,9.16668
Simonsberg bei Husum,54.4335176919981,8.977058158760698
Sönnebüll,54.631051252738,8.9958766847849
Sollwitt,54.592296229454796,9.23056326806547
Sprakebüll,54.775692703999994,9.07702194452
Stadum,54.7360393374135,9.050296771097269
Stedesand,54.7388438555245,8.9291484659496
Struckum,54.59358296015721,8.99120628833772
Süderende auf Föhr,54.7257981482,8.440443218310001
Süderhöft,54.3820098677672,9.24237355733458
Süderlügum,54.872320646700004,8.908027166130001
Südermarsch bei Husum,54.430976991357795,9.07681420589033
Sylt-Ost,54.8613563404,8.41161349471
Tating,54.3246378596377,8.70513809068192
Tetenbüll,54.352081941006006,8.828052330446141
Tinningstedt,54.8116271137369,8.93166266636857
Tönning (Nordseebad),54.3180909829608,8.93713844163407
Tümlauer Koog,54.338807457354605,8.6495271806239
Uelvesbüll,54.415457902615,8.92619744086806
Uphusum bei Süderlügum,54.8389106196,8.85887490921
Utersum,54.7147402425,8.40652400311
Viöl,54.5688544559706,9.182817265391359
Vollerwiek,54.2912712920569,8.797920170855551
Vollstedt,54.622626145887395,9.02867540717126
Welt,54.3018973944765,8.7953083698273
Wenningstedt (Sylt),54.937194999999996,8.324050999999999
Westerhever,54.3818446236251,8.68027602477063
Westerland,54.907748,8.308755
Wester-Ohrstedt,54.5077064685643,9.182733969336189
Westre,54.856226528,8.987715595960001
Winnert bei Husum,54.433335940015205,9.19910416150633
Wisch,54.408440784057895,9.15410809362475
Witsum,54.698129125467396,8.44161884674735
Wittbek bei Husum,54.4730463467327,9.20209147179667
Wittdün,54.627099476000005,8.38922956641
Witzwort,54.400063385980395,8.984527039956982
Wobbenbüll,54.5232092065271,8.993515253059382
Wrixum,54.699762274099996,8.54672753866
Wyk auf Föhr,54.6875716901,8.55363690908
Galmsbüll,54.765320475069295,8.70212808251381
Emmelsbüll-Horsbüll,54.811696102089904,8.68802034910201
Enge-Sande,54.7265176859968,8.98085974411973
Ostholstein,54.17666285714285,10.84762
Ahrensbök,54.0102,10.5717
Altenkrempe,54.132819999999995,10.82612
Bad Schwartau,53.92105,10.67955
Beschendorf,54.18196999999999,10.878730000000001
Bosau,54.1043615627237,10.430157712531098
Dahme,54.22062,11.0848100000001
Damlos,54.242540000000005,10.90765
Eutin,54.13765,10.61616
Göhl,54.28521,10.94075
Gremersdorf,54.33308,10.93062
Grömitz,54.15113,10.956489999999999
Großenbrode,54.36949,11.08533
Grube,54.23522,11.03525
Harmsdorf,54.2418,10.8298
Heiligenhafen,54.37243,10.97918
Heringsdorf,54.300776,11.004684
Kabelhorst,54.216480000000004,10.9231
Kasseedorf,54.165980000000005,10.72303
Kellenhusen (Ostsee),54.193259999999995,11.05901
Lensahn,54.21955,10.883469999999999
Malente,54.173637119805896,10.558924946618099
Manhagen bei Lensahn,54.19505,10.9143
Neukirchen bei Oldenburg in Holstein,54.32357,11.018930000000001
Neustadt in Holstein,54.10685,10.81353
Oldenburg in Holstein,54.2916939035514,10.8867433692694
Ratekau,53.94908,10.73622
Riepsdorf,54.225680000000004,10.96994
Schashagen,54.1343,10.88321
Schönwalde am Bungsberg,54.18761,10.75563
Sierksdorf,54.06665,10.768880000000001
Stockelsdorf,53.88788,10.64507
Süsel,54.07735,10.71555
Timmendorfer Strand,53.997530000000005,10.780619999999999
Wangels,54.272690000000004,10.766055999999999
Scharbeutz,54.0352,10.7512
Fehmarn,54.43555,11.19698
Pinneberg,53.727893877551026,9.697959795918369
Appen,53.65964,9.74216
Barmstedt,53.789368210789696,9.77226791126724
Bevern,53.755650936352794,9.77098447425361
Bilsen,53.76965,9.87624
Bönningstedt,53.66529,9.91382
Bokel bei Elmshorn,53.866715450148895,9.73416726346494
Bokholt-Hanredder,53.788069668807495,9.73618281228538
Borstel-Hohenraden,53.68402,9.8061
Brande-Hörnerkirchen,53.855125414160604,9.705130339221961
Bullenkuhlen,53.7663981319767,9.748536396455721
Ellerbek,53.6572,9.86975
Ellerhoop,53.727510167350104,9.770745087099039
Elmshorn,53.75529730085611,9.65623957259651
Groß Nordende,53.70191074206161,9.64959082348352
Groß Offenseth-Aspern,53.8180035553392,9.73184702141281
Halstenbek,53.63411,9.8376
Haselau,53.6617753339703,9.620067972373919
Haseldorf,53.6343,9.596260000000001
Hasloh,53.69353,9.91165
Heede bei Barmstedt,53.783780787891,9.80737869782444
Heidgraben,53.70966816923929,9.678142938447051
Heist,53.654933178738396,9.65669800682073
Helgoland,54.1828640617142,7.885599148826599
Hemdingen,53.762924383598296,9.837159264516789
Hetlingen,53.60709,9.63723
Holm,53.62151,9.6715
Klein Nordende,53.71136,9.64729
Klein Offenseth-Sparrieshoop,53.804787601266604,9.69322656435962
Kölln-Reisiek,53.7574101331,9.69775400118
Kummerfeld bei Pinneberg,53.693259999999995,9.79226
Seester,53.717382897957705,9.597240585517868
Langeln,53.7949216188937,9.852632257771448
Lutzhorn,53.832995330501795,9.76821576399799
Moorrege bei Uetersen,53.66774025294029,9.65997231347566
Neuendeich bei Uetersen,53.674534781917494,9.588158849310929
Osterhorn,53.866845932481205,9.70164480860711
Pinneberg,53.662819999999996,9.79665
Prisdorf,53.68212,9.769969999999999
Quickborn,53.73186,9.903960000000001
Raa-Besenbek,53.755608119657204,9.61138901455398
Rellingen,53.65161,9.829419999999999
Schenefeld bei Hamburg,53.60085,9.822569999999999
Seestermühe,53.7040542593132,9.567326578927029
Seeth-Ekholt,53.7412596906038,9.73015052421089
Tangstedt,53.6777,9.85641
Tornesch,53.6973296003241,9.71218419415956
Uetersen,53.6934006954926,9.654208916854909
Wedel,53.58367,9.69817
Westerhorn,53.8524564197053,9.67877294178487
Plön,54.159130876399495,10.411255633831098
Ascheberg (Holstein),54.150896960812204,10.3449319704826
Barmissen,54.20503982768889,10.1753696967095
Barsbek,54.4050867592085,10.323009064793698
Behrensdorf (Ostsee),54.3503189074916,10.604865527152999
Belau bei Wankendorf,54.098652603397596,10.2605556015491
Bendfeld,54.3669488826277,10.4205361962319
Blekendorf,54.28224,10.65836
Bönebüttel,54.07957,10.0593
Bösdorf bei Plön,54.1401533602515,10.4899364556551
Boksee,54.2431576781301,10.1300171032006
Bothkamp,54.20354689489079,10.1342241480405
Brodersdorf,54.3862106596134,10.248747295141301
Dannau,54.2409577037115,10.541095337271699
Dersau,54.117648755843106,10.3363038663387
Dobersdorf,54.3183126508236,10.2812731027603
Dörnick,54.16313539520821,10.3619337145805
Fahren,54.3502641931476,10.337811386585301
Fiefbergen,54.3793174147247,10.3430597990752
Giekau,54.3180060109664,10.5051403254271
Grebin,54.1980695425125,10.4937161266804
Großbarkau,54.2250887703464,10.1675591040581
Großharrie,54.11898000000001,10.04895
Heikendorf,54.3723325826753,10.2087811589242
Helmstorf bei Lütjenburg,54.2886150877064,10.5964923411608
Högsdorf,54.2519,10.61575
Höhndorf,54.3713472684405,10.370736843347599
Hohenfelde bei Kiel,54.3702654378341,10.4959210217
Hohwacht (Ostsee),54.3204513980808,10.670928138065301
Honigsee,54.2283689504467,10.1880377698869
Kalübbe,54.11826,10.281260000000001
Kirchbarkau,54.2119111247408,10.141199232583698
Kirchnüchel,54.20375,10.680530000000001
Klamp,54.29636,10.53426
Klausdorf / Kiel,54.3082189315693,10.2147724241018
Klein Barkau,54.2211518488187,10.1346003278548
Kletkamp,54.24958,10.63857
Köhn,54.3455383535706,10.4551380336286
Krokau,54.4026005017548,10.3416403591634
Krummbek,54.3785490147719,10.3993004769088
Kühren bei Preetz,54.20187118074511,10.2604960411788
Laboe,54.404258999999996,10.221474
Lammershagen,54.2746130033627,10.4440013825894
Lebrade,54.216738,10.421914
Lehmkuhlen bei Preetz,54.22348156001161,10.3644041373785
Löptin,54.17552,10.2157999999999
Lütjenburg,54.292049115078704,10.5901992082596
Lutterbek,54.391264657795496,10.2765577793122
Martensrade,54.2796290587768,10.3929817438126
Mönkeberg,54.348735479969996,10.1910175591708
Mucheln,54.246461343322295,10.4427394032479
Nehmten,54.094751815682706,10.3933839563846
Nettelsee,54.17578,10.19231
Panker,54.330405302489005,10.573104938864802
Passade,54.3648289245623,10.316658815741599
Plön / Holstein,54.1600017261745,10.4108647018672
Pohnsdorf bei Preetz,54.2396253724473,10.249255573749599
Postfeld,54.2104961349701,10.2126353740693
Prasdorf,54.380256263734296,10.2959488093854
Preetz,54.232843923379605,10.270543596148501
Probsteierhagen,54.362274,10.286562
Raisdorf,54.279812274967206,10.2436296403409
Rantzau,54.237158878626005,10.5153025448323
Rastorf,54.2724031142712,10.2888664364815
Rathjensdorf,54.18495669307671,10.4313694800615
Rendswühren,54.065709999999996,10.1655900000001
Ruhwinkel,54.093284206632205,10.2197343919992
Schellhorn bei Preetz,54.23062865938971,10.2925786137581
Schillsdorf,54.116780000000006,10.12358
Schlesen,54.3216456473495,10.3341166436672
Schönberg (Holstein),54.392807787445896,10.3751887589694
Schönkirchen,54.33914941795901,10.2225421130657
Schwartbuck,54.357317244568605,10.479888787865699
Selent,54.2905415285635,10.427672764658999
Stakendorf,54.3890151470185,10.4210712969304
Stein bei Laboe,54.414707974774196,10.2691422611476
Stolpe bei Neumünster,54.1265922758671,10.223930708003
Stoltenberg,54.34638319700971,10.3544162720442
Tröndel,54.336830000000006,10.51131
Tasdorf,54.09539309139979,10.0294631000042
Wahlstorf bei Preetz,54.195519754283,10.3087221592665
Wankendorf,54.11254,10.203669999999999
Warnau bei Nettelsee,54.18780388864389,10.161353813502199
Wendtorf,54.4108728715248,10.2955345273019
Wisch bei Kiel,54.408992650187905,10.345203673839698
Wittmoldt,54.17481186428039,10.3500159893751
Fargau-Pratjau,54.318364278738,10.377427613735199
Rendsburg-Eckernförde,54.279116265060246,9.788656024096383
Achterwehr,54.3134100505356,9.9659076839686
Ahlefeld bei Rendsburg,54.4035,9.679310000000001
Alt Duvenstedt,54.360209999999995,9.645589999999999
Altenhof bei Eckernförde,54.435390000000005,9.87378
Altenholz,54.40164577006821,10.1185690820218
Arpsdorf,54.03945764666471,9.85890795631409
Ascheffel,54.4308049913838,9.698235570403089
Aukrug,54.077083551911294,9.786281243519788
Bargstall,54.2591806138299,9.4601233317906
Bargstedt,54.1628386745617,9.769748102381689
Barkelsby,54.5012194223,9.83571292758
Beldorf,54.1314592535068,9.351818413978382
Bendorf,54.087289598028406,9.382885637879381
Beringstedt,54.1107011285131,9.53487465853978
Bissee,54.1906725239814,10.1104041203314
Bistensee,54.39836,9.70171
Blumenthal,54.2260684158409,10.002985870838199
Böhnhusen,54.2239373716,10.0552116111
Bokel bei Rendsburg,54.217561580682705,9.79124350393373
Bordesholm,54.1734274524028,10.0354430838879
Borgdorf-Seedorf,54.1774425005624,9.87857140744285
Borgstedt bei Rendsburg,54.333289223207906,9.70985911930148
Bornholt,54.1002834373528,9.3347728431225
Bovenau,54.3295480172577,9.828958114981711
Brammer bei Rendsburg,54.1997352124029,9.764275105243481
Bredenbek bei Rendsburg,54.324768766539,9.868697053194099
Breiholz,54.206013994645794,9.523502309674448
Brekendorf,54.4216120082,9.62902384853
Brinjahe,54.1683989678683,9.632070431666369
Brodersby bei Kappeln,54.6346665037,9.97967110872
Brügge,54.174187319375,10.0715697571094
Büdelsdorf,54.314080000000004,9.66324
Bünsdorf,54.36693,9.736369999999999
Christiansholm,54.320434189657604,9.406801687126789
Dänischenhagen,54.424552417292794,10.1276704877616
Dätgen,54.181080433404,9.93373371804313
Damendorf,54.4235236586372,9.73521049222564
Damp,54.5822542146,10.0198961973
Dörphof,54.616464076999996,9.96736781597
Eckernförde,54.470780266800006,9.834613221880002
Ehndorf,54.05245,9.894630000000001
Eisendorf,54.1934415191013,9.86923128510074
Ellerdorf,54.193077456658706,9.84013468170718
Elsdorf-Westermühlen,54.258090363738496,9.522776321129811
Embühren,54.1712934904089,9.5943076109457
Emkendorf bei Rendsburg,54.26061947657411,9.851865521073401
Felde,54.2972792118201,9.927402363663349
Felm,54.409974528290995,10.057776144147
Fleckeby,54.482358286172,9.694066747041688
Flintbek,54.24531491023439,10.072269341349699
Fockbek,54.304827096840896,9.601419420486131
Friedrichsgraben,54.27152930396979,9.419327603226339
Friedrichsholm,54.3039381695245,9.42753583336417
